transformer_id,risk_score,risk_level
15,0.014148888,Low
27,0.014082927,Low
30,0.014055286,Low
44,0.013991878,Low
46,0.0139750745,Low
34,0.013966942,Low
14,0.013949564,Low
3,0.013946606,Low
12,0.013928179,Low
2,0.013826149,Low
25,0.013774872,Low
9,0.013743865,Low
3,0.013739497,Low
37,0.0135423625,Low
32,0.013540503,Low
42,0.013511254,Low
34,0.013478772,Low
47,0.0134548,Low
15,0.013437095,Low
48,0.013412964,Low
21,0.013407116,Low
20,0.013374559,Low
31,0.013259493,Low
23,0.013254086,Low
44,0.013239363,Low
48,0.013181747,Low
26,0.01307578,Low
42,0.013057529,Low
21,0.013011523,Low
42,0.012977281,Low
17,0.012965925,Low
33,0.012921494,Low
23,0.012886176,Low
43,0.012875008,Low
12,0.01283459,Low
22,0.01278456,Low
8,0.012694063,Low
28,0.012489906,Low
37,0.012479629,Low
45,0.012460686,Low
42,0.012354677,Low
5,0.01227841,Low
16,0.012141902,Low
47,0.012108471,Low
4,0.012083428,Low
17,0.012051639,Low
46,0.012006638,Low
19,0.011986681,Low
38,0.011966702,Low
10,0.011965348,Low
13,0.011954518,Low
18,0.011733641,Low
8,0.011715248,Low
12,0.011660603,Low
5,0.01160139,Low
4,0.011570533,Low
37,0.011536831,Low
34,0.011501056,Low
41,0.011403138,Low
40,0.011388445,Low
27,0.011378195,Low
11,0.011317505,Low
17,0.011283344,Low
49,0.011223618,Low
48,0.011158383,Low
42,0.01115497,Low
29,0.011146215,Low
31,0.011075822,Low
27,0.01100747,Low
24,0.010977869,Low
27,0.010975156,Low
17,0.0108188065,Low
19,0.010805633,Low
12,0.0107507305,Low
10,0.010706458,Low
32,0.010692199,Low
27,0.01066556,Low
3,0.010653229,Low
23,0.010627132,Low
9,0.010599358,Low
48,0.010565871,Low
3,0.010502562,Low
41,0.010408197,Low
14,0.010360145,Low
49,0.01032923,Low
7,0.010218705,Low
39,0.010165247,Low
45,0.010120208,Low
22,0.010098258,Low
10,0.010085958,Low
34,0.010081888,Low
1,0.01001256,Low
34,0.00999628,Low
13,0.009989383,Low
49,0.009964026,Low
23,0.00990987,Low
37,0.0099071525,Low
36,0.009906147,Low
25,0.009901443,Low
38,0.009856542,Low
9,0.009799355,Low
5,0.009774775,Low
11,0.009741968,Low
12,0.009606103,Low
14,0.009604235,Low
46,0.009596582,Low
1,0.009594198,Low
26,0.009588545,Low
9,0.009478261,Low
48,0.00946151,Low
34,0.009456712,Low
10,0.009446207,Low
40,0.009427959,Low
35,0.009387038,Low
46,0.00938682,Low
11,0.009386523,Low
13,0.009381993,Low
2,0.009346742,Low
24,0.009194828,Low
44,0.009190537,Low
9,0.009189559,Low
31,0.009145527,Low
37,0.009144365,Low
46,0.009088399,Low
39,0.009077635,Low
38,0.009063744,Low
40,0.009061428,Low
37,0.009055088,Low
19,0.009020467,Low
22,0.0090180505,Low
26,0.008988575,Low
24,0.008982219,Low
33,0.008922235,Low
37,0.008910844,Low
45,0.008887356,Low
15,0.008856513,Low
11,0.008780694,Low
4,0.008778951,Low
9,0.008730326,Low
38,0.008636646,Low
10,0.008615812,Low
26,0.008595309,Low
49,0.008560791,Low
47,0.008541011,Low
6,0.008537188,Low
49,0.008517193,Low
8,0.008512111,Low
25,0.008481947,Low
42,0.0084722955,Low
46,0.008396914,Low
37,0.008392961,Low
37,0.008221073,Low
34,0.008214245,Low
3,0.008204279,Low
16,0.008066561,Low
4,0.008042598,Low
46,0.008031155,Low
40,0.007923618,Low
21,0.007895278,Low
9,0.007888685,Low
18,0.0078632925,Low
38,0.007862247,Low
3,0.007813338,Low
39,0.0077915327,Low
27,0.0077655097,Low
29,0.0077283382,Low
36,0.00770059,Low
26,0.0076948022,Low
27,0.0076281917,Low
6,0.0075291265,Low
2,0.0075071165,Low
11,0.007467543,Low
40,0.0074491343,Low
32,0.007435284,Low
47,0.0074245343,Low
33,0.007336344,Low
16,0.0073105115,Low
36,0.007279978,Low
7,0.0072747245,Low
31,0.0072105695,Low
40,0.0071896175,Low
37,0.0071337353,Low
39,0.007108413,Low
35,0.007078797,Low
8,0.007064314,Low
11,0.0070611774,Low
39,0.007051909,Low
1,0.0070164283,Low
48,0.007012197,Low
8,0.006975234,Low
42,0.0069530345,Low
26,0.0069391965,Low
5,0.00692664,Low
13,0.0069039916,Low
6,0.006888724,Low
1,0.006881486,Low
27,0.0068593225,Low
17,0.006774963,Low
37,0.006767933,Low
43,0.0067560165,Low
11,0.0067199743,Low
9,0.0066608177,Low
17,0.0065974365,Low
48,0.0065375054,Low
29,0.0065076575,Low
7,0.0065037585,Low
36,0.0064906985,Low
24,0.0064465906,Low
31,0.0063889017,Low
26,0.006280229,Low
15,0.006259163,Low
9,0.0062154667,Low
13,0.006215011,Low
33,0.0062103965,Low
34,0.0061827446,Low
5,0.0061463416,Low
16,0.0061301994,Low
44,0.0061293426,Low
16,0.006105975,Low
14,0.006096438,Low
15,0.006090408,Low
2,0.0060790866,Low
22,0.006058674,Low
23,0.006010059,Low
47,0.0060080197,Low
20,0.00600624,Low
29,0.0059911455,Low
8,0.0059135463,Low
46,0.005856309,Low
35,0.005842469,Low
28,0.005839147,Low
8,0.0058287727,Low
5,0.005826657,Low
39,0.0058157262,Low
10,0.0057365554,Low
6,0.005730752,Low
11,0.0057302816,Low
43,0.005702605,Low
6,0.005696706,Low
6,0.005649854,Low
44,0.00561175,Low
26,0.005586748,Low
31,0.005570305,Low
47,0.005568005,Low
48,0.0055545294,Low
22,0.005473361,Low
32,0.005466142,Low
42,0.005422117,Low
49,0.005402517,Low
30,0.0053481315,Low
49,0.005327324,Low
10,0.0053252876,Low
18,0.0053069494,Low
47,0.005305165,Low
44,0.0052920086,Low
42,0.0052452195,Low
18,0.0052304068,Low
47,0.0052145943,Low
33,0.005198129,Low
47,0.005178361,Low
39,0.0051196837,Low
1,0.0050952476,Low
19,0.005090551,Low
7,0.005030781,Low
24,0.0050171493,Low
27,0.00500158,Low
22,0.004990669,Low
20,0.0049512126,Low
22,0.004942737,Low
10,0.0049206917,Low
20,0.0049196477,Low
28,0.0048797065,Low
3,0.0048530377,Low
29,0.0048193666,Low
22,0.004818916,Low
16,0.0047902474,Low
42,0.0047863233,Low
18,0.0047538667,Low
34,0.0047402186,Low
33,0.004717156,Low
39,0.004691485,Low
8,0.004682809,Low
31,0.004680536,Low
13,0.004679619,Low
4,0.0046731313,Low
39,0.004632237,Low
20,0.004617416,Low
35,0.004614699,Low
11,0.004608861,Low
12,0.0046010124,Low
2,0.0045683337,Low
1,0.0045640185,Low
44,0.0045608548,Low
23,0.0044994326,Low
39,0.0044930703,Low
17,0.004490537,Low
35,0.004434607,Low
32,0.0044195806,Low
40,0.0043983273,Low
49,0.004388039,Low
28,0.004358697,Low
45,0.004354906,Low
10,0.004351859,Low
7,0.0043327278,Low
28,0.004326023,Low
32,0.004311743,Low
16,0.0042938925,Low
29,0.004271119,Low
39,0.004263052,Low
29,0.004229661,Low
37,0.004220409,Low
23,0.0041987216,Low
38,0.004170383,Low
40,0.0041701375,Low
12,0.004155788,Low
38,0.0041552116,Low
33,0.004152194,Low
42,0.0041162106,Low
25,0.0040526437,Low
37,0.004044997,Low
27,0.004029055,Low
9,0.004009288,Low
1,0.003994725,Low
16,0.003967929,Low
37,0.0039673713,Low
8,0.0039411103,Low
17,0.003936495,Low
45,0.0039343736,Low
23,0.0039111977,Low
20,0.0039067157,Low
45,0.003902869,Low
15,0.0038966618,Low
14,0.0038437727,Low
19,0.0038398323,Low
23,0.003761388,Low
23,0.0037613788,Low
3,0.0037479354,Low
33,0.003727677,Low
23,0.0037051612,Low
26,0.0036800855,Low
2,0.003679909,Low
1,0.0035505346,Low
13,0.0035428957,Low
33,0.0035420542,Low
22,0.003539801,Low
18,0.0035351438,Low
13,0.0035219537,Low
44,0.0034780852,Low
45,0.003456648,Low
37,0.003430168,Low
30,0.003406254,Low
22,0.0033790506,Low
4,0.0033458106,Low
11,0.0033328845,Low
15,0.00330408,Low
32,0.0033016345,Low
4,0.0032665255,Low
48,0.0032630046,Low
2,0.0032505288,Low
27,0.0032368645,Low
35,0.0032126524,Low
49,0.0031831146,Low
29,0.0031308122,Low
28,0.0031295428,Low
12,0.0031186338,Low
5,0.0030978497,Low
46,0.0030607136,Low
30,0.0030369272,Low
25,0.0030086595,Low
15,0.0029992654,Low
8,0.002990926,Low
17,0.002978623,Low
32,0.002961937,Low
17,0.0029133623,Low
11,0.002912609,Low
39,0.0028859973,Low
36,0.0028848136,Low
33,0.0028848136,Low
4,0.002875723,Low
36,0.0028679764,Low
18,0.0028505737,Low
28,0.0028233267,Low
49,0.00281819,Low
40,0.0028140722,Low
1,0.0027715757,Low
21,0.0027129785,Low
30,0.0027093827,Low
6,0.0026853625,Low
47,0.0026831871,Low
35,0.0026720376,Low
25,0.0026632992,Low
1,0.002629601,Low
21,0.0026283418,Low
40,0.002623425,Low
9,0.0026219522,Low
9,0.0026034713,Low
18,0.0025764033,Low
17,0.0025737933,Low
11,0.0025509875,Low
30,0.0025434096,Low
43,0.0025415076,Low
39,0.002514461,Low
37,0.002513085,Low
1,0.0024966623,Low
8,0.0024921682,Low
41,0.00248237,Low
26,0.002472074,Low
34,0.0024688835,Low
40,0.0024669268,Low
4,0.002453524,Low
36,0.0024496198,Low
35,0.002438191,Low
22,0.0024076037,Low
39,0.0024049561,Low
30,0.002379812,Low
2,0.0023597728,Low
46,0.00235656,Low
39,0.0023543425,Low
29,0.002336027,Low
1,0.0023015377,Low
6,0.002298791,Low
35,0.0022883671,Low
37,0.0022681605,Low
11,0.0022660054,Low
32,0.0022552856,Low
22,0.0022395242,Low
21,0.002217338,Low
25,0.0022151289,Low
21,0.0021839703,Low
15,0.0021750852,Low
8,0.0021669113,Low
3,0.0021296092,Low
28,0.0021229137,Low
11,0.0021146294,Low
24,0.002111598,Low
17,0.0021107763,Low
15,0.002088007,Low
32,0.0020572364,Low
20,0.0020407827,Low
5,0.002026772,Low
8,0.002019534,Low
44,0.0020105164,Low
32,0.0020036718,Low
18,0.0019921598,Low
4,0.0019862915,Low
49,0.0019552687,Low
33,0.001933154,Low
19,0.0019172718,Low
30,0.0018961953,Low
6,0.0018740435,Low
4,0.0018728978,Low
27,0.0018652467,Low
4,0.0018505122,Low
39,0.0018334952,Low
44,0.0018270818,Low
47,0.0018115685,Low
26,0.0018003997,Low
17,0.0018000562,Low
8,0.0018000562,Low
42,0.0017811735,Low
30,0.0017333034,Low
27,0.0017295041,Low
2,0.0017129628,Low
8,0.0017085497,Low
27,0.0016855707,Low
25,0.0016681595,Low
5,0.0016557155,Low
6,0.0016096391,Low
29,0.0016090217,Low
25,0.0015906987,Low
43,0.0015634246,Low
28,0.0015576103,Low
10,0.0015485024,Low
3,0.0015343219,Low
8,0.0015300631,Low
37,0.0015155078,Low
49,0.0015065467,Low
4,0.0014962921,Low
47,0.0014863733,Low
21,0.001479263,Low
45,0.0014605367,Low
33,0.0014590389,Low
48,0.0014513514,Low
2,0.0014314245,Low
5,0.0014240905,Low
10,0.0014149486,Low
37,0.0014137344,Low
32,0.00141341,Low
23,0.0013925219,Low
9,0.0013914197,Low
47,0.0013785969,Low
34,0.0013684611,Low
40,0.0013660352,Low
16,0.0013640982,Low
6,0.0013605685,Low
22,0.0013587006,Low
36,0.0013434356,Low
4,0.0013410494,Low
3,0.0013138896,Low
31,0.0012953448,Low
35,0.0012871161,Low
16,0.001287029,Low
9,0.0012564941,Low
37,0.0012527198,Low
11,0.0012511273,Low
40,0.0012506519,Low
46,0.0012441203,Low
26,0.0012396129,Low
34,0.0012234983,Low
23,0.001221193,Low
45,0.001210159,Low
29,0.0011706182,Low
41,0.0011638979,Low
1,0.0011547111,Low
1,0.0011477738,Low
23,0.0011120813,Low
22,0.0010945429,Low
6,0.0010945429,Low
5,0.0010945429,Low
35,0.0010895728,Low
39,0.0010778583,Low
3,0.001069623,Low
40,0.0010671767,Low
25,0.0010592993,Low
23,0.0010554635,Low
11,0.0010425185,Low
23,0.0010402908,Low
44,0.0010331938,Low
49,0.001014773,Low
38,0.0010143782,Low
45,0.0010069088,Low
16,0.0010061618,Low
27,0.001003112,Low
43,0.0010018722,Low
34,0.001001209,Low
16,0.0009904782,Low
29,0.00096956163,Low
8,0.00096889585,Low
37,0.00096381176,Low
14,0.00095107965,Low
29,0.0009489928,Low
43,0.00094861677,Low
23,0.00093834975,Low
37,0.00093493325,Low
19,0.0009244856,Low
24,0.0009228816,Low
28,0.00092099083,Low
28,0.00089412567,Low
26,0.0008878244,Low
14,0.0008726186,Low
8,0.00082486286,Low
13,0.0008045696,Low
49,0.0007913449,Low
44,0.00078481704,Low
47,0.000770949,Low
40,0.0007601927,Low
29,0.00074790354,Low
34,0.0007449857,Low
29,0.00074388506,Low
25,0.00073800574,Low
17,0.000737729,Low
34,0.0007333324,Low
45,0.0007267458,Low
45,0.0007157476,Low
34,0.0007081473,Low
19,0.0007024689,Low
18,0.0006980763,Low
35,0.0006936861,Low
41,0.0006720822,Low
3,0.0006522686,Low
20,0.00065091264,Low
8,0.00064505235,Low
45,0.0006429967,Low
41,0.0006410308,Low
3,0.0006410308,Low
30,0.000629413,Low
4,0.00062402646,Low
34,0.00062083965,Low
35,0.0006196677,Low
40,0.00061727886,Low
2,0.0006133389,Low
12,0.00060621236,Low
44,0.000604582,Low
11,0.00060374854,Low
32,0.0005943641,Low
20,0.00059105456,Low
12,0.00058156427,Low
4,0.00057202566,Low
49,0.00057023147,Low
5,0.0005649853,Low
46,0.0005616142,Low
21,0.0005569824,Low
44,0.0005555022,Low
6,0.00055457663,Low
12,0.00053884106,Low
38,0.0005374001,Low
47,0.00053674536,Low
17,0.0005326018,Low
47,0.00052810175,Low
42,0.0005271366,Low
18,0.0005270447,Low
10,0.0005218907,Low
49,0.00052046764,Low
40,0.0005197602,Low
49,0.0005197602,Low
39,0.0005182318,Low
34,0.00051563466,Low
41,0.00050188374,Low
9,0.0005003161,Low
25,0.0004888731,Low
24,0.00047816895,Low
25,0.00047185036,Low
35,0.00047164533,Low
41,0.0004636923,Low
47,0.0004629973,Low
10,0.0004600826,Low
6,0.00045571302,Low
26,0.0004502643,Low
15,0.00044965072,Low
14,0.0004404238,Low
43,0.00042181608,Low
14,0.00041622098,Low
33,0.0004160792,Low
3,0.00041439311,Low
13,0.00038963024,Low
41,0.00038883582,Low
9,0.00037456735,Low
25,0.00037395867,Low
8,0.00036977325,Low
9,0.00036655986,Low
40,0.00036655986,Low
48,0.00036258055,Low
31,0.00035871353,Low
5,0.00035227873,Low
49,0.00035127465,Low
13,0.0003393233,Low
35,0.00033697707,Low
36,0.00033681953,Low
13,0.00033384038,Low
21,0.0003206866,Low
5,0.00031680215,Low
10,0.00030563434,Low
5,0.0003010239,Low
18,0.00029672985,Low
29,0.0002938033,Low
40,0.00029306728,Low
35,0.00029200522,Low
23,0.00029006458,Low
30,0.00027732624,Low
5,0.0002574317,Low
45,0.00025328505,Low
17,0.00024195423,Low
5,0.0002415822,Low
32,0.00022282156,Low
48,0.0002191836,Low
37,0.00021756765,Low
39,0.00021578743,Low
42,0.0002149238,Low
25,0.00020633452,Low
3,0.00020570337,Low
12,0.00019508229,Low
34,0.0001941863,Low
17,0.00019382448,Low
17,0.00018931103,Low
14,0.00018911708,Low
28,0.00018621777,Low
28,0.00018589242,Low
29,0.00018438978,Low
6,0.00018351089,Low
1,0.00018244852,Low
30,0.00018204103,Low
15,0.00017059375,Low
44,0.00016986042,Low
16,0.0001670983,Low
40,0.00016642998,Low
1,0.00016599287,Low
40,0.00016195128,Low
31,0.00015930788,Low
41,0.00015669239,Low
35,0.0001565968,Low
47,0.00015189305,Low
36,0.00015116557,Low
32,0.00014951186,Low
34,0.00014387604,Low
45,0.00013912412,Low
25,0.00013473441,Low
6,0.0001304965,Low
32,0.0001303142,Low
15,0.00012716181,Low
25,0.00012299822,Low
39,0.00011472785,Low
33,0.00011460855,Low
17,0.00011232478,Low
4,0.00010637793,Low
10,0.00010490808,Low
25,9.8949095e-05,Low
33,9.7877106e-05,Low
34,9.727937e-05,Low
32,9.533433e-05,Low
23,9.235409e-05,Low
47,9.021051e-05,Low
2,8.8391214e-05,Low
27,8.6615284e-05,Low
19,8.372774e-05,Low
17,8.372774e-05,Low
6,8.3303814e-05,Low
29,7.8466845e-05,Low
30,7.5356926e-05,Low
40,5.784423e-05,Low
10,5.0722196e-05,Low
21,4.943297e-05,Low
6,4.3767246e-05,Low
22,4.2159638e-05,Low
34,3.8684262e-05,Low
22,3.0786046e-05,Low
5,2.0004003e-05,Low
45,1.1392895e-05,Low
19,9.013403e-06,Low
18,9.013403e-06,Low
41,9.013403e-06,Low
